kmeans_cluster,dbscan_cluster,calculated_RUL_tons,RUL_Class
2,0,8929,Critical
1,1,8928,Low
0,0,8920,Critical
0,0,8906,Critical
2,0,8900,Low
0,0,8897,Critical
1,1,8896,Critical
0,0,8895,Critical
0,0,8895,Medium
2,0,8890,Medium
2,0,8890,Critical
2,0,8888,Low
0,0,8888,Critical
0,0,8887,Critical
0,0,8887,Critical
0,0,8887,Critical
2,0,8882,Critical
0,0,8882,Critical
0,0,8868,Medium
0,0,8868,Medium
0,0,8868,Medium
0,0,8868,Medium
0,0,8868,Medium
2,0,8864,Low
2,0,8856,Low
1,1,8854,Critical
1,1,8854,Critical
1,1,8854,Critical
1,1,8854,Critical
2,0,8852,Critical
2,5,8841,Critical
2,5,8841,Critical
2,5,8841,Critical
0,0,8823,Medium
2,0,8807,Critical
0,0,8806,Low
0,0,8806,Low
0,0,8806,Medium
2,0,8805,Medium
2,0,8805,Healthy
2,0,8805,Healthy
2,0,8805,Low
2,0,8805,Low
2,0,8805,Low
2,0,8803,Low
2,0,8803,Low
2,0,8803,Low
2,0,8803,Low
0,0,8799,Critical
2,0,8788,Critical
2,0,8788,Critical
2,0,8788,Low
2,0,8788,Critical
2,0,8788,Low
2,0,8786,Low
0,0,8785,Low
0,0,8785,Low
0,0,8785,Low
0,0,8785,Low
0,0,8785,Low
0,0,8782,Critical
0,0,8778,Medium
0,0,8777,Low
0,0,8777,Critical
0,0,8777,Critical
0,0,8777,Low
0,0,8776,Critical
0,0,8772,Critical
0,0,8772,Critical
2,0,8769,Critical
1,1,8765,Low
0,0,8755,Medium
0,0,8755,Healthy
2,0,8752,Critical
0,0,8749,Critical
0,0,8738,Medium
2,0,8737,Critical
2,0,8731,Low
2,0,8728,Low
2,0,8728,Critical
0,0,8728,Critical
2,0,8727,Medium
2,0,8727,Critical
2,0,8726,Critical
2,0,8726,Critical
2,0,8726,Critical
2,0,8726,Critical
0,0,8725,Critical
1,1,8722,Critical
2,0,8709,Low
0,0,8705,Medium
0,0,8705,Medium
0,0,8705,Medium
0,0,8705,Medium
0,0,8705,Medium
2,0,8699,Low
1,1,8691,Critical
1,1,8691,Critical
1,1,8691,Critical
1,1,8691,Critical
0,0,8688,Critical
2,5,8675,Critical
2,5,8675,Critical
2,5,8675,Critical
2,0,8657,Medium
2,0,8643,Low
2,0,8643,Low
2,0,8643,Low
2,0,8643,Low
0,0,8642,Low
0,0,8642,Low
0,0,8642,Medium
2,0,8641,Critical
2,0,8640,Medium
2,0,8640,Low
2,0,8640,Low
2,0,8640,Healthy
2,0,8640,Healthy
2,0,8638,Critical
0,0,8633,Critical
2,5,8628,Low
2,5,8628,Low
2,5,8628,Low
2,5,8628,Low
2,5,8628,Low
2,0,8623,Low
0,0,8622,Low
0,0,8622,Critical
0,0,8622,Critical
0,0,8622,Low
0,0,8622,Critical
0,0,8619,Critical
0,0,8612,Critical
0,0,8612,Medium
0,0,8610,Critical
0,0,8609,Critical
0,0,8609,Critical
0,0,8608,Low
0,0,8608,Critical
0,0,8608,Low
0,0,8608,Critical
1,1,8601,Low
0,0,8592,Critical
0,0,8592,Critical
0,0,8589,Healthy
0,0,8589,Medium
2,0,8580,Critical
0,0,8578,Medium
0,0,8574,Critical
2,0,8568,Low
2,0,8566,Medium
2,0,8566,Critical
2,0,8566,Critical
0,0,8566,Critical
0,0,8566,Critical
2,0,8566,Critical
0,0,8559,Critical
2,0,8558,Critical
1,1,8556,Critical
2,0,8555,Low
2,0,8549,Critical
2,0,8542,Medium
2,0,8542,Medium
2,0,8542,Medium
2,0,8542,Medium
2,0,8542,Medium
1,1,8533,Critical
1,1,8533,Critical
1,1,8533,Critical
1,1,8533,Critical
2,0,8533,Low
2,0,8519,Critical
2,5,8514,Critical
2,5,8514,Critical
2,5,8514,Critical
0,0,8494,Medium
2,0,8480,Low
2,0,8480,Low
2,0,8480,Low
0,0,8480,Low
0,0,8479,Low
0,0,8479,Low
0,0,8479,Medium
2,0,8474,Medium
2,0,8474,Low
2,0,8474,Critical
2,0,8474,Low
2,0,8474,Healthy
2,0,8474,Healthy
2,5,8473,Low
2,5,8473,Low
2,5,8473,Low
2,5,8473,Low
2,5,8473,Low
0,0,8469,Critical
0,0,8465,Critical
0,0,8465,Low
0,0,8465,Critical
0,0,8465,Low
0,0,8465,Critical
0,0,8465,Critical
2,0,8461,Low
0,0,8461,Critical
0,0,8459,Critical
2,0,8446,Critical
0,0,8443,Critical
0,0,8443,Critical
0,0,8442,Medium
2,0,8439,Low
2,0,8439,Critical
2,0,8439,Low
2,0,8439,Critical
0,0,8435,Critical
1,1,8431,Low
0,0,8429,Critical
0,0,8420,Medium
0,0,8420,Medium
0,0,8418,Medium
2,0,8414,Critical
2,0,8413,Critical
0,0,8402,Medium
0,0,8402,Critical
2,0,8400,Critical
0,0,8400,Critical
0,0,8400,Critical
2,0,8400,Critical
0,0,8398,Low
2,0,8395,Critical
0,0,8395,Critical
1,1,8394,Critical
0,0,8389,Critical
2,0,8389,Low
0,0,8382,Medium
0,0,8382,Medium
0,0,8382,Medium
0,0,8382,Medium
0,0,8382,Medium
2,0,8367,Low
1,1,8365,Critical
1,1,8365,Critical
1,1,8365,Critical
1,1,8365,Critical
0,0,8356,Critical
2,5,8347,Critical
2,5,8347,Critical
2,5,8347,Critical
0,0,8324,Medium
0,0,8322,Low
0,0,8322,Medium
0,0,8322,Low
2,0,8320,Low
2,0,8320,Low
2,0,8320,Low
2,0,8320,Low
2,0,8314,Critical
2,0,8314,Medium
2,0,8314,Low
2,0,8314,Low
2,0,8314,Healthy
2,0,8314,Healthy
0,0,8311,Critical
0,0,8311,Low
0,0,8311,Critical
0,0,8311,Low
0,0,8311,Critical
2,5,8306,Low
2,5,8306,Low
2,5,8306,Low
2,5,8306,Low
2,5,8306,Low
2,0,8306,Critical
0,0,8304,Critical
0,0,8302,Critical
0,0,8298,Low
0,0,8296,Critical
2,0,8289,Critical
0,0,8283,Critical
0,0,8283,Critical
0,0,8278,Critical
0,0,8272,Low
0,0,8272,Critical
0,0,8272,Low
0,0,8272,Critical
0,0,8267,Medium
1,1,8265,Low
2,0,8263,Critical
0,0,8259,Critical
2,0,8257,Critical
0,0,8255,Medium
0,0,8244,Medium
0,0,8244,Medium
0,0,8241,Critical
2,0,8235,Low
0,0,8234,Critical
0,0,8234,Medium
0,0,8233,Critical
0,0,8233,Critical
0,0,8233,Critical
0,0,8233,Critical
0,0,8226,Critical
1,1,8224,Critical
0,0,8223,Critical
2,0,8223,Low
0,0,8215,Medium
0,0,8215,Medium
0,0,8215,Medium
0,0,8215,Medium
0,0,8215,Medium
1,1,8201,Critical
1,1,8201,Critical
1,1,8201,Critical
1,1,8201,Critical
2,0,8200,Low
2,0,8196,Critical
2,5,8188,Critical
2,5,8188,Critical
2,5,8188,Critical
0,0,8167,Low
2,0,8163,Low
2,0,8163,Low
2,0,8163,Low
2,0,8163,Low
0,0,8155,Low
0,0,8155,Low
0,0,8155,Medium
2,0,8154,Critical
2,0,8154,Medium
2,0,8154,Low
2,0,8154,Low
2,0,8154,Medium
2,0,8154,Medium
0,0,8142,Critical
0,0,8141,Low
0,0,8141,Critical
0,0,8141,Critical
0,0,8141,Low
0,0,8141,Critical
0,5,8140,Low
0,5,8140,Low
0,5,8140,Low
0,5,8140,Low
0,5,8140,Low
0,0,8136,Critical
0,0,8134,Critical
2,0,8131,Critical
0,0,8130,Low
0,0,8129,Critical
0,0,8129,Critical
2,0,8120,Critical
0,0,8118,Critical
0,0,8106,Critical
0,0,8106,Critical
0,0,8106,Low
0,0,8106,Critical
0,0,8102,Critical
0,0,8101,Medium
0,0,8099,Critical
1,1,8097,Low
0,0,8094,Medium
0,0,8090,Critical
2,0,8089,Medium
2,0,8089,Medium
0,0,8087,Critical
2,0,8078,Low
2,0,8070,Critical
0,0,8070,Critical
0,0,8070,Critical
2,0,8070,Critical
2,0,8065,Medium
2,0,8065,Critical
2,0,8063,Critical
2,0,8062,Low
1,1,8060,Critical
2,0,8058,Medium
2,0,8058,Medium
2,0,8058,Medium
2,0,8058,Medium
2,0,8058,Medium
0,0,8057,Critical
2,0,8043,Low
1,1,8035,Critical
1,1,8035,Critical
1,1,8035,Critical
1,1,8035,Critical
2,0,8030,Critical
2,5,8024,Critical
2,5,8024,Critical
2,5,8024,Critical
2,0,8007,Low
2,0,7997,Low
2,0,7997,Low
2,0,7997,Low
2,0,7997,Low
2,0,7994,Low
2,0,7994,Low
2,0,7994,Critical
2,0,7994,Low
2,0,7994,Medium
2,0,7994,Medium
0,0,7989,Low
0,0,7989,Low
0,0,7989,Low
0,0,7987,Critical
0,0,7987,Low
0,0,7987,Critical
0,0,7987,Low
0,0,7987,Critical
0,0,7979,Critical
0,0,7979,Critical
2,0,7975,Critical
2,0,7975,Critical
0,0,7971,Critical
2,0,7970,Critical
2,0,7969,Low
2,0,7960,Critical
2,-1,7955,Low
2,-1,7955,Low
2,-1,7955,Low
2,-1,7955,Low
2,-1,7955,Low
0,0,7951,Critical
0,0,7945,Critical
0,0,7937,Critical
0,0,7937,Low
0,0,7937,Critical
0,0,7937,Critical
0,0,7936,Critical
0,0,7931,Medium
0,0,7931,Medium
1,1,7931,Low
2,0,7930,Critical
2,0,7927,Critical
0,0,7923,Medium
0,0,7923,Medium
2,0,7911,Medium
2,0,7911,Critical
2,0,7910,Low
2,0,7910,Critical
2,0,7910,Critical
2,0,7910,Critical
2,0,7910,Critical
2,0,7905,Critical
1,1,7903,Critical
0,0,7898,Medium
2,0,7898,Medium
0,0,7898,Medium
2,0,7898,Medium
2,0,7898,Medium
2,0,7887,Low
2,0,7886,Low
0,0,7885,Critical
1,1,7867,Critical
1,1,7867,Critical
1,1,7867,Critical
1,1,7867,Critical
0,0,7866,Critical
2,5,7863,Critical
2,5,7863,Critical
2,5,7863,Critical
0,0,7838,Low
0,0,7834,Low
0,0,7834,Medium
0,0,7834,Medium
2,0,7834,Low
2,0,7834,Critical
2,0,7834,Low
2,0,7830,Low
2,0,7830,Low
2,0,7830,Low
0,0,7830,Low
2,0,7821,Critical
2,0,7821,Critical
0,0,7820,Low
0,0,7820,Low
0,0,7820,Low
0,0,7817,Critical
0,0,7817,Low
0,0,7817,Critical
0,0,7817,Low
0,0,7817,Critical
0,0,7816,Critical
0,0,7812,Critical
0,0,7808,Critical
2,0,7807,Critical
2,0,7806,Low
2,0,7796,Critical
2,5,7795,Low
2,5,7795,Low
2,5,7795,Low
2,5,7795,Low
2,5,7795,Low
0,0,7785,Critical
0,0,7785,Critical
0,0,7776,Critical
2,0,7770,Critical
0,0,7768,Medium
0,0,7768,Critical
0,0,7768,Low
0,0,7768,Critical
0,0,7768,Critical
0,0,7766,Medium
0,0,7766,Medium
1,1,7765,Low
2,0,7761,Critical
0,0,7755,Medium
2,0,7748,Medium
2,0,7748,Critical
0,0,7741,Medium
0,0,7741,Medium
0,0,7741,Medium
0,0,7741,Medium
0,0,7741,Medium
0,0,7741,Critical
0,0,7741,Critical
0,0,7741,Critical
0,0,7741,Critical
2,0,7738,Low
2,0,7738,Critical
1,1,7735,Critical
2,0,7724,Low
2,0,7721,Critical
2,0,7720,Low
0,0,7700,Critical
1,1,7697,Critical
1,1,7697,Critical
1,1,7697,Critical
1,1,7697,Critical
0,5,7690,Critical
0,5,7690,Critical
0,5,7690,Critical
0,0,7680,Medium
0,0,7680,Medium
0,0,7680,Low
0,0,7680,Low
0,0,7680,Critical
0,0,7680,Low
0,0,7678,Low
0,0,7667,Low
0,0,7667,Low
0,0,7667,Low
0,0,7667,Low
0,0,7659,Critical
0,0,7658,Critical
0,0,7658,Critical
0,0,7653,Low
0,0,7653,Low
0,0,7653,Low
0,0,7653,Critical
0,0,7653,Low
0,0,7653,Critical
0,0,7653,Low
0,0,7653,Critical
0,0,7649,Critical
0,0,7644,Critical
2,5,7641,Low
2,5,7641,Low
2,5,7641,Low
2,5,7641,Low
2,5,7641,Low
0,0,7639,Critical
2,0,7638,Critical
2,0,7634,Low
0,0,7625,Critical
2,0,7621,Critical
2,0,7609,Medium
2,0,7609,Medium
2,0,7608,Medium
2,0,7607,Critical
2,0,7604,Critical
0,0,7601,Critical
0,0,7601,Low
0,0,7601,Critical
0,0,7601,Critical
0,0,7601,Medium
1,1,7595,Low
2,0,7594,Critical
0,0,7584,Medium
0,0,7584,Medium
0,0,7584,Medium
0,0,7584,Medium
0,0,7584,Medium
0,0,7584,Critical
0,0,7584,Critical
0,0,7584,Critical
0,0,7584,Critical
0,0,7580,Low
0,0,7580,Critical
2,0,7578,Medium
2,0,7578,Critical
1,1,7571,Critical
0,0,7564,Critical
2,0,7557,Low
2,0,7556,Low
2,0,7540,Critical
1,1,7536,Critical
1,1,7536,Critical
1,1,7536,Critical
1,1,7536,Critical
2,0,7528,Critical
2,0,7528,Critical
2,0,7528,Critical
0,0,7520,Low
0,0,7520,Low
0,0,7520,Critical
0,0,7520,Low
0,0,7520,Medium
0,0,7520,Medium
0,0,7508,Low
0,0,7501,Low
0,0,7501,Low
0,0,7501,Low
0,0,7501,Low
0,0,7499,Critical
0,0,7499,Low
2,0,7499,Critical
0,0,7499,Low
2,0,7499,Critical
0,0,7495,Critical
0,0,7495,Critical
0,0,7495,Critical
0,0,7490,Critical
0,0,7489,Critical
0,0,7484,Low
0,0,7484,Low
0,0,7484,Low
0,0,7482,Critical
2,5,7481,Low
2,5,7481,Low
2,5,7481,Low
2,5,7481,Low
2,5,7481,Low
2,0,7477,Critical
2,0,7476,Critical
2,0,7470,Low
0,0,7462,Critical
0,0,7450,Critical
2,0,7449,Medium
2,0,7449,Medium
0,0,7442,Medium
2,0,7437,Critical
0,0,7435,Critical
0,0,7435,Low
0,0,7435,Critical
0,0,7435,Critical
0,0,7435,Medium
1,1,7431,Low
2,0,7425,Critical
2,0,7424,Medium
2,0,7424,Medium
2,0,7424,Medium
2,0,7424,Medium
2,0,7424,Medium
0,0,7424,Critical
0,0,7424,Critical
0,0,7424,Critical
0,0,7424,Critical
2,0,7415,Medium
2,0,7415,Critical
2,0,7414,Low
2,0,7414,Critical
1,1,7405,Critical
2,0,7396,Low
2,0,7394,Low
2,0,7380,Critical
1,1,7376,Critical
1,1,7376,Critical
1,1,7376,Critical
1,1,7376,Critical
0,-1,7375,Critical
2,0,7367,Critical
2,0,7367,Critical
2,0,7367,Critical
0,0,7357,Low
0,0,7357,Low
0,0,7357,Low
0,0,7357,Medium
0,0,7357,Medium
0,0,7357,Critical
0,0,7348,Low
2,0,7341,Low
2,0,7341,Low
2,0,7341,Low
2,0,7341,Low
2,0,7336,Critical
0,0,7336,Low
2,0,7336,Critical
2,0,7336,Low
2,0,7336,Critical
0,0,7329,Critical
0,0,7329,Critical
0,0,7327,Critical
0,0,7324,Critical
2,5,7323,Low
2,5,7323,Low
2,5,7323,Low
2,5,7323,Low
2,5,7323,Low
0,0,7320,Critical
0,0,7318,Critical
0,0,7316,Critical
2,0,7314,Critical
0,0,7306,Low
0,0,7306,Low
0,0,7306,Low
0,0,7302,Critical
2,0,7301,Low
0,0,7290,Critical
0,0,7283,Medium
0,0,7283,Medium
0,0,7282,Medium
0,0,7278,Medium
2,0,7271,Critical
0,0,7269,Critical
0,0,7269,Low
0,0,7269,Critical
0,0,7269,Critical
2,0,7268,Critical
2,0,7264,Medium
2,0,7264,Medium
2,0,7264,Medium
2,0,7264,Medium
2,0,7264,Medium
1,1,7261,Low
2,0,7258,Critical
0,0,7258,Critical
0,0,7258,Critical
0,0,7258,Critical
2,0,7254,Low
2,0,7254,Critical
0,0,7252,Medium
0,0,7252,Critical
2,0,7237,Low
1,1,7237,Critical
0,0,7225,Low
2,0,7214,Critical
0,0,7212,Critical
1,1,7208,Critical
1,1,7208,Critical
1,1,7208,Critical
1,1,7208,Critical
2,0,7205,Critical
2,0,7205,Critical
2,0,7205,Critical
0,0,7190,Low
0,0,7190,Low
0,0,7190,Critical
0,0,7190,Low
0,0,7190,Medium
0,0,7190,Medium
2,0,7188,Low
2,0,7178,Low
2,0,7178,Low
2,0,7178,Low
2,0,7178,Low
2,0,7176,Critical
0,0,7176,Low
2,0,7176,Critical
2,0,7176,Low
2,0,7176,Critical
0,0,7172,Critical
0,0,7172,Critical
0,0,7166,Critical
0,0,7160,Critical
2,5,7160,Low
2,5,7160,Low
2,5,7160,Low
2,5,7160,Low
2,5,7160,Low
0,0,7160,Critical
2,0,7159,Critical
2,0,7154,Critical
0,0,7149,Critical
0,0,7141,Critical
2,0,7141,Low
0,0,7133,Low
0,0,7133,Low
0,0,7133,Low
2,0,7129,Medium
2,0,7129,Low
2,0,7121,Medium
2,0,7120,Critical
0,0,7116,Medium
0,0,7110,Medium
0,0,7110,Medium
0,0,7110,Medium
0,0,7110,Medium
0,0,7110,Medium
2,0,7109,Critical
2,0,7109,Critical
2,0,7109,Critical
2,0,7109,Critical
0,0,7105,Critical
2,0,7102,Critical
1,1,7101,Low
0,0,7091,Critical
0,0,7091,Critical
0,0,7091,Critical
0,0,7091,Critical
2,0,7088,Critical
2,0,7088,Medium
2,0,7081,Low
2,0,7081,Critical
2,0,7068,Low
1,1,7067,Critical
2,0,7057,Critical
0,0,7053,Low
2,0,7049,Critical
2,0,7046,Critical
2,0,7046,Critical
2,0,7046,Critical
1,1,7038,Critical
1,1,7038,Critical
1,1,7038,Critical
1,1,7038,Critical
0,0,7033,Medium
0,0,7033,Medium
0,0,7033,Low
0,0,7033,Low
0,0,7033,Critical
0,0,7033,Low
0,0,7025,Low
0,0,7018,Critical
0,0,7018,Critical
0,0,7016,Low
0,0,7016,Low
0,0,7016,Critical
0,0,7016,Critical
0,0,7016,Critical
0,0,7011,Low
0,0,7011,Low
0,0,7011,Low
0,0,7011,Low
0,0,6999,Critical
0,0,6997,Critical
2,0,6994,Low
2,0,6994,Low
2,0,6994,Low
2,0,6994,Low
2,0,6994,Low
0,0,6993,Critical
0,0,6993,Critical
0,0,6989,Critical
2,0,6988,Critical
0,0,6981,Critical
2,0,6978,Low
0,0,6967,Low
0,0,6967,Low
0,0,6967,Low
0,0,6963,Medium
0,0,6963,Low
2,0,6961,Medium
1,-1,6959,Low
2,0,6951,Critical
2,0,6951,Critical
0,0,6950,Low
0,0,6950,Low
0,0,6950,Low
0,0,6950,Low
0,0,6950,Low
2,0,6945,Critical
2,0,6945,Critical
2,0,6945,Critical
2,0,6945,Critical
2,0,6945,Critical
1,1,6936,Low
2,0,6934,Medium
2,0,6934,Critical
0,0,6931,Critical
0,0,6931,Critical
0,0,6931,Critical
0,0,6931,Critical
2,0,6915,Low
2,0,6915,Critical
2,0,6911,Low
1,1,6905,Critical
2,0,6903,Critical
2,0,6903,Critical
2,0,6903,Critical
2,0,6898,Low
0,0,6890,Critical
0,0,6882,Critical
1,1,6876,Critical
1,1,6876,Critical
1,1,6876,Critical
1,1,6876,Critical
0,0,6873,Low
0,0,6873,Low
0,0,6873,Low
0,0,6873,Medium
0,0,6873,Medium
0,0,6873,Critical
0,0,6856,Low
0,0,6855,Critical
0,0,6855,Critical
0,0,6853,Critical
0,0,6853,Low
0,0,6853,Critical
0,0,6853,Low
0,0,6853,Critical
0,0,6842,Low
0,0,6842,Low
0,0,6842,Low
0,0,6842,Low
0,0,6839,Critical
0,0,6837,Critical
0,0,6836,Critical
0,0,6833,Critical
0,0,6832,Critical
2,0,6828,Critical
2,5,6827,Low
2,5,6827,Low
2,5,6827,Low
2,5,6827,Low
2,5,6827,Low
0,0,6818,Critical
0,0,6809,Medium
0,0,6809,Low
2,0,6808,Low
2,0,6797,Critical
0,0,6795,Critical
0,0,6795,Low
0,0,6795,Low
0,0,6794,Low
0,0,6792,Low
0,0,6790,Low
0,0,6790,Low
0,0,6790,Low
2,0,6790,Low
2,0,6790,Low
2,0,6785,Critical
0,0,6782,Critical
2,0,6780,Critical
2,0,6780,Critical
2,0,6780,Critical
2,0,6780,Critical
2,0,6776,Critical
2,0,6776,Critical
2,0,6776,Critical
2,0,6776,Critical
1,1,6772,Critical
2,0,6765,Medium
2,0,6765,Critical
2,0,6754,Low
2,0,6749,Low
2,0,6749,Critical
1,1,6746,Critical
2,0,6743,Critical
2,0,6743,Critical
2,0,6743,Critical
2,0,6734,Low
0,0,6733,Critical
2,0,6716,Critical
0,0,6709,Low
0,0,6709,Low
0,0,6709,Critical
0,0,6709,Low
0,0,6709,Medium
0,0,6709,Medium
1,1,6706,Critical
1,1,6706,Critical
1,1,6706,Critical
1,1,6706,Critical
0,0,6689,Critical
0,0,6689,Low
0,0,6689,Critical
0,0,6689,Low
0,0,6689,Critical
0,0,6687,Low
0,0,6685,Critical
0,0,6685,Critical
0,0,6679,Critical
2,0,6676,Low
2,0,6676,Low
2,0,6676,Low
0,0,6676,Low
0,0,6670,Critical
0,0,6669,Critical
0,0,6668,Critical
0,0,6663,Critical
0,0,6661,Critical
2,0,6661,Low
2,0,6661,Low
2,0,6661,Low
2,0,6661,Low
2,0,6661,Low
0,0,6652,Critical
2,0,6651,Low
0,0,6646,Medium
0,0,6646,Low
0,0,6641,Low
2,0,6640,Critical
0,0,6631,Critical
0,0,6631,Low
0,0,6631,Low
0,0,6629,Low
2,0,6628,Critical
0,0,6618,Low
0,0,6618,Low
0,0,6618,Low
0,0,6618,Low
0,0,6618,Low
2,0,6615,Critical
0,0,6613,Critical
0,0,6613,Critical
0,0,6613,Critical
0,0,6613,Critical
2,0,6610,Critical
2,0,6610,Critical
2,0,6610,Critical
2,0,6610,Critical
1,1,6604,Critical
0,0,6602,Medium
2,0,6602,Critical
2,0,6600,Low
2,0,6592,Critical
2,0,6592,Critical
2,0,6592,Critical
2,0,6582,Critical
2,0,6582,Low
1,1,6578,Critical
2,0,6571,Low
0,0,6570,Critical
0,0,6555,Low
0,0,6555,Low
0,0,6555,Low
0,0,6555,Medium
0,0,6555,Medium
0,0,6555,Critical
2,0,6547,Critical
1,1,6540,Critical
1,1,6540,Critical
1,1,6540,Critical
1,1,6540,Critical
2,5,6530,Low
0,0,6525,Critical
0,0,6525,Critical
0,0,6523,Critical
0,0,6523,Low
0,0,6523,Critical
0,0,6523,Low
0,0,6523,Critical
0,0,6515,Critical
2,0,6510,Low
2,0,6510,Low
2,0,6510,Low
0,0,6510,Low
0,0,6510,Critical
0,0,6505,Critical
0,0,6504,Critical
0,0,6503,Critical
0,0,6498,Low
0,0,6498,Low
0,0,6498,Low
0,0,6498,Low
0,0,6498,Low
0,0,6497,Critical
0,0,6485,Low
0,0,6485,Critical
0,0,6485,Medium
0,0,6480,Critical
2,0,6475,Low
0,0,6474,Low
2,0,6474,Critical
2,0,6469,Low
2,0,6469,Low
2,0,6469,Low
2,0,6469,Low
2,0,6469,Low
0,0,6466,Low
0,0,6465,Critical
0,0,6465,Critical
0,0,6465,Low
2,0,6458,Critical
0,0,6447,Critical
0,0,6447,Critical
0,0,6447,Critical
0,0,6447,Critical
2,0,6447,Critical
2,0,6447,Critical
2,0,6447,Critical
2,0,6447,Critical
1,1,6446,Critical
0,0,6435,Critical
0,0,6435,Medium
2,0,6434,Low
2,0,6427,Critical
2,0,6427,Critical
2,0,6427,Critical
2,0,6417,Low
0,0,6416,Low
0,0,6416,Critical
1,1,6407,Critical
2,0,6407,Critical
0,0,6389,Medium
0,0,6389,Medium
0,0,6389,Low
0,0,6389,Low
0,0,6389,Critical
0,0,6389,Low
2,0,6384,Critical
1,1,6381,Critical
1,1,6381,Critical
1,1,6381,Critical
1,1,6381,Critical
2,5,6374,Low
0,0,6360,Critical
0,0,6360,Low
0,0,6360,Critical
0,0,6360,Low
0,0,6360,Critical
0,0,6359,Critical
0,0,6359,Critical
0,0,6349,Critical
0,0,6347,Critical
0,0,6347,Critical
2,0,6343,Low
2,0,6343,Low
2,0,6343,Low
0,0,6343,Low
2,0,6343,Critical
0,0,6339,Critical
2,0,6336,Critical
2,0,6335,Low
0,0,6335,Low
2,0,6335,Low
2,0,6335,Low
2,0,6335,Low
0,0,6322,Low
0,0,6322,Medium
0,0,6320,Low
2,0,6319,Critical
3,7,6317,Low
0,0,6317,Critical
2,0,6317,Critical
2,0,6306,Low
2,0,6306,Low
2,0,6306,Low
2,0,6306,Low
2,0,6306,Low
0,0,6306,Low
0,0,6296,Critical
0,0,6296,Critical
0,0,6296,Low
0,0,6295,Critical
0,0,6290,Critical
0,0,6290,Critical
0,0,6290,Critical
0,0,6290,Critical
2,0,6283,Critical
2,0,6283,Critical
2,0,6283,Critical
2,0,6283,Critical
1,1,6280,Critical
2,0,6270,Low
2,0,6269,Low
2,0,6269,Critical
2,0,6266,Critical
0,0,6266,Critical
0,0,6266,Critical
2,0,6253,Low
2,0,6253,Critical
2,0,6247,Low
1,1,6246,Critical
2,0,6241,Critical
0,0,6232,Medium
0,0,6232,Medium
0,0,6232,Low
0,0,6232,Low
0,0,6232,Critical
0,0,6232,Low
1,1,6219,Critical
1,1,6219,Critical
1,1,6219,Critical
1,1,6219,Critical
0,0,6217,Critical
2,5,6208,Low
0,0,6199,Critical
0,0,6199,Critical
0,0,6194,Critical
0,0,6194,Critical
0,0,6194,Critical
0,0,6194,Critical
0,0,6194,Critical
0,0,6187,Critical
2,0,6186,Critical
0,0,6175,Critical
2,0,6175,Low
0,0,6175,Low
0,0,6175,Low
2,0,6175,Low
2,0,6175,Low
2,0,6174,Critical
0,0,6171,Low
0,0,6171,Low
0,0,6171,Low
0,0,6171,Low
2,0,6169,Critical
0,0,6168,Critical
0,0,6162,Low
0,0,6162,Medium
0,0,6157,Low
2,0,6157,Critical
0,0,6157,Critical
2,0,6152,Low
2,0,6152,Low
2,0,6152,Low
2,0,6152,Low
0,0,6152,Low
0,0,6149,Low
3,8,6149,Low
0,0,6142,Critical
2,0,6141,Critical
0,0,6133,Critical
0,0,6133,Critical
0,0,6133,Critical
0,0,6133,Critical
0,0,6123,Critical
0,0,6123,Critical
0,0,6123,Low
1,1,6123,Critical
2,0,6114,Critical
2,0,6114,Critical
2,0,6114,Critical
2,0,6114,Critical
2,0,6110,Low
2,0,6103,Low
2,0,6103,Critical
2,0,6102,Critical
2,0,6102,Critical
2,0,6102,Critical
2,0,6089,Critical
2,0,6089,Low
2,0,6084,Low
0,0,6078,Critical
1,1,6076,Critical
0,0,6072,Low
0,0,6072,Low
0,0,6072,Low
0,0,6072,Medium
0,0,6072,Medium
0,0,6072,Critical
0,0,6060,Critical
0,5,6041,Low
1,1,6041,Critical
1,1,6041,Critical
1,1,6041,Critical
1,1,6041,Critical
0,0,6036,Critical
0,0,6036,Critical
0,0,6034,Critical
0,0,6034,Critical
0,0,6034,Critical
0,0,6034,Critical
0,0,6034,Critical
2,0,6023,Critical
0,0,6021,Critical
2,0,6013,Critical
2,0,6012,Low
2,0,6012,Low
2,0,6012,Low
2,0,6012,Low
2,0,6012,Low
0,0,6010,Critical
0,0,6007,Critical
2,0,6006,Critical
0,0,6002,Medium
0,0,6002,Low
0,0,5997,Low
0,0,5993,Critical
2,0,5992,Low
2,0,5992,Low
2,0,5992,Low
2,0,5992,Low
2,0,5992,Low
2,0,5990,Low
2,0,5990,Low
2,0,5990,Low
0,0,5990,Low
1,1,5988,Healthy
2,0,5987,Critical
2,9,5986,Low
0,0,5984,Critical
2,0,5983,Low
2,0,5982,Critical
0,0,5976,Critical
0,0,5976,Critical
0,0,5976,Critical
0,0,5976,Critical
0,0,5960,Critical
0,0,5960,Critical
0,0,5960,Low
1,1,5959,Critical
2,0,5954,Critical
2,0,5954,Critical
2,0,5954,Critical
2,0,5954,Critical
2,0,5953,Low
2,0,5943,Critical
2,0,5943,Critical
2,0,5943,Critical
2,0,5939,Low
2,0,5939,Critical
2,0,5926,Low
2,0,5926,Critical
0,0,5915,Low
0,0,5911,Critical
1,1,5910,Critical
0,0,5908,Low
0,0,5908,Low
