kmeans_cluster,dbscan_cluster,calculated_RUL_tons,RUL_Class
0,0,58071,Medium
2,0,58068,Medium
2,0,58053,Healthy
2,0,58046,Medium
2,0,58028,Healthy
2,0,58028,Healthy
0,0,58021,Healthy
0,0,58004,Healthy
0,0,57998,Medium
2,0,57992,Low
2,0,57965,Healthy
0,0,57961,Healthy
0,0,57950,Medium
2,0,57938,Healthy
0,0,57913,Medium
0,0,57913,Medium
2,0,57908,Medium
2,0,57884,Healthy
2,0,57877,Medium
2,0,57865,Healthy
0,0,57862,Healthy
0,0,57858,Healthy
0,0,57840,Medium
0,0,57840,Healthy
2,0,57828,Low
2,0,57804,Healthy
2,0,57799,Healthy
0,0,57798,Healthy
2,0,57777,Medium
2,0,57747,Medium
2,0,57747,Medium
2,0,57735,Medium
2,0,57724,Healthy
2,0,57707,Medium
0,0,57698,Healthy
2,0,57692,Healthy
0,0,57692,Healthy
2,0,57683,Medium
2,0,57674,Healthy
1,1,57667,Low
1,0,57648,Healthy
0,0,57647,Healthy
0,0,57632,Healthy
2,0,57611,Medium
0,0,57575,Medium
0,0,57575,Medium
0,0,57572,Medium
2,0,57557,Healthy
0,0,57541,Healthy
2,0,57538,Medium
0,0,57535,Healthy
0,0,57520,Healthy
0,0,57517,Medium
2,0,57508,Healthy
1,1,57505,Low
2,0,57489,Healthy
1,1,57480,Healthy
2,0,57472,Healthy
0,0,57442,Medium
2,0,57415,Medium
2,0,57409,Medium
2,0,57409,Medium
2,0,57391,Healthy
0,0,57378,Healthy
2,0,57369,Medium
0,0,57369,Healthy
0,0,57354,Medium
0,0,57347,Healthy
2,0,57342,Low
0,0,57339,Healthy
2,0,57321,Healthy
0,0,57317,Healthy
2,0,57309,Healthy
2,0,57269,Medium
2,0,57246,Medium
2,0,57245,Medium
2,0,57245,Medium
2,0,57225,Healthy
0,0,57218,Healthy
0,0,57200,Healthy
0,0,57200,Medium
2,0,57196,Medium
2,0,57178,Low
0,0,57178,Healthy
0,0,57175,Healthy
2,0,57158,Healthy
2,0,57147,Healthy
2,0,57146,Healthy
0,0,57100,Medium
2,0,57077,Medium
2,0,57073,Medium
2,0,57073,Medium
0,0,57061,Healthy
2,0,57058,Healthy
0,0,57036,Healthy
0,0,57034,Medium
2,0,57024,Medium
2,0,57018,Low
0,0,57018,Healthy
0,0,57012,Healthy
2,0,57004,Healthy
2,0,56986,Healthy
0,0,56978,Healthy
2,0,56931,Medium
0,0,56910,Medium
2,0,56910,Medium
2,0,56910,Medium
2,0,56898,Healthy
0,0,56895,Healthy
0,0,56873,Healthy
0,0,56871,Medium
2,0,56858,Low
0,0,56855,Healthy
0,0,56855,Healthy
2,0,56851,Medium
2,0,56832,Healthy
2,0,56826,Healthy
0,0,56815,Healthy
0,0,56761,Medium
0,0,56756,Medium
2,0,56744,Medium
2,0,56744,Medium
2,0,56732,Healthy
0,0,56731,Healthy
0,0,56716,Healthy
0,0,56708,Medium
0,0,56698,Healthy
2,0,56695,Low
2,0,56683,Healthy
2,0,56679,Medium
2,0,56665,Healthy
0,0,56663,Healthy
0,0,56652,Healthy
0,0,56598,Medium
2,0,56590,Medium
2,0,56578,Medium
2,0,56578,Medium
0,0,56578,Healthy
2,0,56562,Healthy
0,0,56547,Healthy
0,0,56541,Medium
2,0,56532,Healthy
2,0,56531,Low
0,0,56520,Healthy
0,0,56510,Medium
2,0,56502,Healthy
2,0,56493,Healthy
0,0,56491,Healthy
0,0,56432,Medium
2,0,56421,Medium
0,0,56409,Medium
0,0,56409,Medium
0,0,56406,Healthy
2,0,56399,Healthy
0,0,56387,Medium
0,0,56378,Healthy
2,0,56377,Low
2,0,56365,Healthy
2,0,56342,Healthy
0,0,56340,Medium
0,0,56331,Healthy
0,0,56324,Healthy
2,0,56259,Medium
2,0,56255,Medium
0,0,56248,Healthy
2,0,56239,Healthy
2,0,56239,Medium
0,0,56239,Medium
0,0,56224,Medium
2,0,56223,Low
0,0,56205,Healthy
2,0,56205,Healthy
0,0,56193,Healthy
2,0,56179,Healthy
2,0,56177,Medium
0,0,56165,Healthy
0,0,56161,Healthy
2,0,56091,Medium
2,0,56090,Medium
2,0,56078,Medium
2,0,56078,Medium
0,0,56075,Healthy
0,0,56070,Medium
2,0,56069,Healthy
2,0,56056,Low
2,0,56051,Healthy
0,0,56042,Healthy
2,0,56033,Healthy
0,0,56016,Healthy
2,0,56014,Medium
2,0,56002,Healthy
0,0,55995,Healthy
2,0,55921,Medium
0,0,55921,Healthy
0,0,55915,Medium
0,0,55915,Medium
0,0,55912,Medium
0,0,55907,Medium
2,0,55906,Healthy
0,0,55894,Healthy
2,0,55890,Low
0,0,55879,Healthy
0,0,55860,Healthy
2,0,55859,Healthy
2,0,55842,Medium
0,0,55826,Healthy
2,0,55822,Healthy
0,0,55761,Healthy
2,0,55748,Medium
0,0,55748,Medium
0,0,55748,Medium
0,0,55747,Medium
2,0,55743,Healthy
2,0,55743,Medium
0,0,55727,Healthy
2,0,55724,Low
0,0,55719,Healthy
0,0,55697,Healthy
0,0,55687,Healthy
2,0,55669,Medium
0,0,55660,Healthy
2,0,55653,Healthy
0,0,55598,Healthy
0,0,55583,Medium
2,0,55582,Medium
0,0,55579,Medium
0,0,55579,Medium
2,0,55576,Medium
2,0,55576,Healthy
0,0,55564,Healthy
2,-1,55560,Healthy
2,0,55557,Low
0,0,55556,Healthy
2,0,55528,Healthy
2,0,55503,Medium
0,0,55494,Healthy
2,0,55484,Healthy
0,0,55431,Healthy
0,0,55420,Medium
2,0,55413,Medium
2,0,55413,Medium
2,0,55413,Medium
2,0,55410,Healthy
0,0,55407,Medium
2,0,55401,Healthy
2,0,55400,Low
0,0,55398,Healthy
0,0,55390,Healthy
0,0,55358,Healthy
2,0,55337,Medium
0,0,55334,Healthy
2,0,55311,Healthy
2,0,55268,Healthy
0,0,55263,Medium
2,0,55253,Medium
2,0,55253,Medium
2,0,55244,Medium
2,0,55243,Low
2,0,55243,Medium
2,0,55240,Healthy
2,0,55238,Healthy
2,0,55238,Healthy
0,0,55230,Healthy
0,0,55192,Healthy
0,0,55168,Healthy
2,0,55160,Medium
2,0,55139,Healthy
2,0,55105,Healthy
0,0,55094,Medium
2,0,55082,Healthy
2,0,55080,Medium
2,0,55080,Medium
0,0,55080,Low
2,0,55080,Medium
2,0,55075,Healthy
2,0,55074,Healthy
2,0,55073,Healthy
2,0,55071,Medium
0,0,55029,Healthy
0,0,55004,Healthy
2,0,54984,Medium
0,0,54969,Healthy
0,0,54945,Healthy
2,0,54943,Healthy
0,0,54925,Medium
0,0,54917,Medium
0,0,54917,Medium
2,0,54917,Medium
0,0,54916,Low
2,0,54912,Healthy
0,0,54909,Healthy
2,5,54907,Healthy
2,0,54905,Medium
0,0,54860,Healthy
0,0,54844,Healthy
2,0,54819,Medium
2,0,54806,Healthy
0,0,54791,Healthy
0,0,54779,Healthy
0,0,54765,Medium
2,0,54760,Medium
2,0,54760,Medium
2,0,54751,Healthy
0,0,54748,Medium
0,0,54744,Low
0,0,54743,Healthy
2,0,54738,Healthy
2,0,54728,Medium
2,0,54693,Healthy
0,0,54681,Healthy
2,0,54655,Medium
2,0,54634,Healthy
2,0,54633,Healthy
0,0,54615,Healthy
0,0,54598,Medium
2,0,54591,Healthy
2,0,54591,Medium
2,0,54591,Medium
2,0,54584,Medium
0,0,54583,Healthy
2,0,54575,Healthy
0,0,54571,Low
2,0,54564,Medium
2,0,54530,Healthy
2,0,54518,Healthy
0,0,54492,Medium
2,0,54468,Healthy
2,0,54464,Healthy
0,0,54446,Healthy
0,0,54438,Medium
2,0,54431,Healthy
2,0,54423,Healthy
2,0,54421,Medium
2,0,54421,Medium
0,0,54418,Medium
2,0,54411,Healthy
2,0,54402,Low
0,0,54401,Medium
2,0,54364,Healthy
0,0,54352,Healthy
0,0,54329,Medium
2,0,54302,Healthy
2,0,54291,Healthy
0,0,54280,Healthy
0,0,54275,Medium
2,0,54268,Healthy
0,0,54263,Healthy
0,0,54255,Medium
0,0,54255,Medium
0,0,54249,Medium
2,0,54239,Healthy
0,0,54235,Medium
2,0,54233,Low
0,0,54198,Healthy
0,0,54189,Healthy
0,0,54163,Medium
2,0,54148,Healthy
2,0,54127,Healthy
0,0,54115,Medium
0,0,54108,Healthy
0,0,54107,Healthy
0,0,54106,Healthy
0,0,54101,Medium
0,0,54101,Medium
2,0,54082,Medium
2,0,54078,Healthy
2,0,54072,Low
0,0,54072,Medium
0,0,54032,Healthy
0,0,54025,Healthy
0,0,53997,Medium
0,0,53982,Healthy
0,0,53964,Healthy
0,0,53952,Medium
0,0,53950,Healthy
0,0,53949,Healthy
2,0,53945,Healthy
2,0,53935,Medium
2,0,53935,Medium
2,0,53921,Healthy
0,0,53916,Medium
0,0,53912,Low
0,0,53902,Medium
0,0,53862,Healthy
0,0,53859,Healthy
0,0,53833,Medium
0,0,53819,Healthy
0,0,53797,Healthy
0,0,53786,Healthy
0,0,53782,Healthy
0,0,53781,Healthy
0,0,53773,Medium
2,0,53766,Medium
2,0,53766,Medium
2,0,53757,Healthy
0,0,53756,Medium
2,0,53743,Low
0,0,53733,Medium
0,0,53708,Healthy
0,0,53690,Healthy
0,0,53670,Medium
0,0,53653,Medium
0,0,53634,Healthy
0,0,53626,Healthy
2,0,53625,Healthy
0,0,53618,Healthy
2,0,53618,Medium
2,0,53599,Medium
2,0,53599,Medium
2,0,53594,Healthy
0,0,53590,Medium
2,0,53573,Low
0,0,53567,Medium
0,0,53542,Healthy
0,0,53527,Healthy
0,0,53501,Medium
0,0,53489,Medium
0,0,53469,Healthy
0,0,53465,Medium
2,0,53457,Medium
0,0,53455,Healthy
0,0,53453,Healthy
2,0,53436,Medium
2,0,53436,Medium
2,0,53428,Healthy
0,0,53427,Medium
0,0,53413,Low
2,0,53403,Medium
0,0,53379,Healthy
0,0,53363,Healthy
0,0,53332,Medium
2,-1,53326,Healthy
0,0,53326,Medium
2,0,53305,Healthy
0,0,53296,Medium
2,0,53294,Medium
0,0,53285,Healthy
2,0,53261,Healthy
0,0,53257,Medium
0,0,53257,Medium
0,0,53257,Medium
0,0,53252,Low
0,0,53240,Medium
0,0,53206,Healthy
0,0,53206,Healthy
2,0,53167,Healthy
0,0,53163,Medium
0,0,53162,Medium
0,0,53151,Healthy
0,0,53129,Medium
0,0,53128,Healthy
0,0,53125,Medium
2,0,53100,Healthy
0,0,53097,Medium
2,0,53088,Medium
2,0,53088,Medium
2,0,53086,Low
0,0,53074,Medium
0,0,53037,Healthy
0,0,53037,Healthy
2,0,53006,Healthy
0,0,52993,Medium
0,0,52991,Medium
0,0,52988,Healthy
2,0,52966,Medium
0,0,52965,Healthy
0,0,52962,Medium
2,0,52937,Healthy
0,0,52934,Medium
2,0,52927,Medium
2,0,52927,Medium
2,0,52919,Low
0,0,52908,Medium
0,0,52871,Healthy
0,0,52868,Healthy
1,1,52852,Healthy
2,0,52848,Healthy
0,0,52827,Medium
0,0,52822,Healthy
0,0,52821,Medium
0,0,52803,Medium
2,0,52799,Medium
0,0,52796,Healthy
0,0,52777,Healthy
0,0,52774,Medium
0,0,52757,Medium
2,0,52757,Medium
2,0,52756,Low
2,0,52738,Medium
2,0,52708,Healthy
0,0,52699,Healthy
0,0,52696,Healthy
1,1,52684,Healthy
0,0,52671,Healthy
2,0,52661,Medium
0,0,52660,Medium
2,0,52637,Medium
0,0,52636,Healthy
2,0,52632,Medium
2,0,52616,Healthy
0,0,52614,Medium
2,0,52593,Low
2,0,52588,Medium
2,0,52588,Medium
2,0,52575,Medium
0,0,52556,Healthy
2,0,52548,Healthy
2,0,52541,Healthy
1,1,52513,Healthy
0,0,52508,Healthy
2,0,52497,Medium
2,0,52495,Medium
0,0,52479,Healthy
0,0,52471,Medium
2,0,52469,Medium
2,0,52456,Healthy
0,0,52448,Medium
1,1,52430,Healthy
0,0,52426,Low
2,0,52425,Medium
2,0,52425,Medium
2,0,52403,Medium
2,0,52398,Healthy
0,0,52384,Healthy
0,0,52375,Healthy
1,1,52350,Healthy
0,0,52348,Healthy
2,0,52334,Medium
0,0,52329,Medium
0,0,52315,Medium
0,0,52309,Healthy
2,0,52301,Medium
2,0,52290,Healthy
0,0,52288,Medium
2,0,52262,Medium
2,0,52262,Medium
0,0,52260,Low
1,1,52258,Healthy
0,0,52230,Medium
2,0,52230,Healthy
0,0,52217,Healthy
2,0,52215,Healthy
0,0,52191,Healthy
1,1,52186,Healthy
0,0,52171,Medium
0,0,52159,Medium
0,0,52149,Medium
0,0,52143,Healthy
2,0,52138,Medium
2,0,52126,Healthy
0,0,52118,Medium
2,0,52093,Low
0,0,52092,Medium
1,1,52092,Healthy
0,0,52092,Medium
2,0,52068,Healthy
0,0,52058,Medium
0,0,52054,Healthy
2,0,52040,Healthy
0,0,52025,Healthy
1,1,52015,Healthy
0,0,52008,Medium
0,0,51993,Medium
0,0,51989,Medium
2,0,51982,Healthy
0,0,51966,Healthy
2,0,51966,Medium
0,0,51961,Medium
2,0,51929,Medium
2,0,51929,Medium
1,1,51926,Healthy
2,0,51926,Low
2,0,51914,Healthy
2,0,51891,Healthy
0,0,51889,Medium
0,0,51888,Healthy
2,0,51876,Healthy
0,0,51861,Healthy
3,2,51851,Healthy
0,0,51841,Medium
2,0,51829,Medium
0,0,51824,Medium
2,0,51816,Healthy
2,0,51800,Healthy
0,0,51798,Medium
0,0,51793,Medium
0,0,51763,Medium
0,0,51763,Medium
1,1,51762,Healthy
1,0,51757,Low
2,0,51742,Healthy
2,0,51728,Healthy
2,0,51728,Healthy
0,0,51722,Medium
0,0,51708,Healthy
2,0,51704,Healthy
3,2,51687,Healthy
0,0,51675,Medium
2,0,51663,Medium
0,0,51661,Medium
2,0,51653,Healthy
2,0,51637,Healthy
0,0,51635,Medium
0,0,51621,Medium
0,0,51594,Medium
0,0,51594,Medium
1,1,51590,Healthy
1,0,51589,Low
0,0,51572,Healthy
2,0,51567,Healthy
0,0,51565,Medium
2,0,51565,Healthy
0,0,51536,Healthy
2,0,51532,Healthy
3,3,51525,Healthy
0,0,51509,Medium
0,0,51506,Medium
2,0,51487,Healthy
0,0,51485,Medium
2,0,51473,Healthy
0,0,51472,Medium
0,0,51451,Medium
2,0,51427,Medium
2,0,51427,Medium
1,1,51426,Healthy
1,1,51425,Low
0,0,51408,Medium
2,0,51403,Healthy
2,0,51402,Healthy
2,0,51401,Healthy
0,0,51378,Healthy
0,0,51375,Healthy
3,3,51363,Healthy
0,0,51349,Medium
0,0,51343,Medium
0,0,51320,Healthy
0,0,51319,Medium
2,0,51309,Medium
2,0,51301,Healthy
0,0,51285,Medium
0,0,51261,Medium
1,1,51261,Low
0,0,51261,Medium
1,1,51258,Healthy
2,0,51242,Medium
2,0,51242,Healthy
2,0,51235,Healthy
0,0,51234,Healthy
0,0,51208,Healthy
0,0,51205,Healthy
3,3,51193,Healthy
2,0,51188,Medium
2,0,51173,Medium
0,0,51156,Medium
0,0,51148,Healthy
2,0,51138,Healthy
0,0,51136,Medium
0,0,51128,Medium
0,0,51101,Medium
0,0,51101,Medium
1,1,51095,Healthy
1,1,51093,Low
2,0,51081,Healthy
2,0,51076,Medium
2,0,51071,Healthy
0,0,51070,Healthy
0,0,51039,Healthy
0,0,51039,Healthy
3,2,51035,Healthy
2,0,51035,Medium
2,0,51004,Medium
0,0,50989,Medium
0,0,50982,Healthy
0,0,50971,Medium
2,0,50971,Healthy
0,0,50970,Medium
0,0,50935,Medium
0,0,50935,Medium
1,1,50931,Healthy
1,1,50925,Low
2,0,50921,Healthy
2,0,50916,Medium
2,0,50908,Healthy
0,0,50904,Healthy
2,0,50875,Healthy
2,0,50873,Healthy
3,3,50871,Healthy
0,0,50871,Medium
2,0,50841,Medium
0,0,50826,Medium
0,0,50816,Healthy
0,0,50807,Medium
2,0,50805,Medium
2,0,50802,Healthy
0,0,50772,Medium
0,0,50772,Medium
1,1,50769,Healthy
1,1,50759,Low
2,0,50758,Healthy
2,0,50745,Healthy
2,0,50743,Medium
2,0,50732,Healthy
0,0,50714,Medium
2,0,50712,Healthy
3,3,50712,Healthy
2,0,50706,Healthy
1,1,50683,Healthy
2,0,50678,Medium
0,0,50669,Medium
2,0,50652,Healthy
2,0,50639,Medium
2,0,50637,Healthy
0,0,50637,Medium
1,1,50605,Healthy
0,0,50602,Medium
0,0,50602,Medium
0,0,50598,Healthy
1,1,50593,Low
2,0,50579,Healthy
0,0,50571,Medium
2,0,50562,Healthy
0,0,50552,Healthy
3,2,50550,Healthy
0,0,50548,Medium
2,0,50546,Healthy
1,1,50520,Healthy
0,0,50515,Medium
2,0,50505,Medium
0,0,50486,Healthy
2,0,50479,Medium
0,0,50474,Medium
0,0,50473,Healthy
0,0,50442,Medium
0,0,50442,Medium
1,1,50437,Healthy
2,0,50435,Healthy
1,1,50425,Low
2,5,50415,Healthy
0,0,50408,Medium
2,0,50393,Healthy
2,0,50386,Healthy
0,0,50386,Healthy
0,0,50385,Medium
2,0,50383,Healthy
1,1,50360,Healthy
0,0,50355,Medium
2,0,50333,Medium
0,0,50320,Healthy
2,0,50312,Healthy
2,0,50306,Medium
2,0,50302,Medium
0,0,50279,Medium
0,0,50279,Medium
1,1,50278,Healthy
0,0,50272,Healthy
1,1,50257,Low
2,5,50249,Healthy
2,0,50239,Medium
2,0,50225,Healthy
0,0,50225,Medium
0,0,50223,Healthy
2,0,50221,Healthy
2,0,50217,Healthy
1,1,50205,Healthy
0,0,50189,Medium
0,0,50160,Medium
0,0,50157,Healthy
2,0,50149,Healthy
0,0,50136,Medium
0,0,50134,Medium
0,0,50119,Medium
0,0,50119,Medium
2,0,50115,Healthy
1,1,50106,Healthy
1,1,50096,Low
2,0,50089,Healthy
0,0,50069,Medium
1,0,50069,Healthy
0,0,50068,Medium
0,0,50057,Healthy
0,0,50053,Healthy
2,0,50048,Healthy
1,1,50045,Healthy
0,0,50023,Medium
0,0,49997,Healthy
0,0,49988,Medium
2,5,49981,Healthy
0,0,49972,Medium
0,0,49971,Medium
0,0,49959,Medium
0,0,49959,Medium
0,0,49943,Healthy
1,1,49938,Healthy
1,1,49934,Low
2,0,49919,Healthy
0,0,49903,Medium
0,0,49902,Medium
1,1,49901,Healthy
0,0,49887,Healthy
1,1,49887,Healthy
0,0,49887,Healthy
0,0,49879,Healthy
2,0,49856,Medium
0,0,49840,Healthy
2,5,49818,Healthy
2,-1,49816,Healthy
0,0,49816,Medium
2,0,49806,Medium
2,0,49801,Medium
0,0,49792,Medium
0,0,49792,Medium
1,1,49774,Healthy
1,1,49764,Low
2,0,49756,Healthy
2,0,49741,Healthy
0,0,49740,Medium
0,0,49735,Medium
1,1,49724,Healthy
2,0,49716,Healthy
2,0,49715,Healthy
0,0,49715,Healthy
0,0,49702,Medium
0,0,49683,Healthy
2,0,49659,Healthy
2,0,49657,Healthy
0,0,49643,Medium
0,0,49640,Medium
0,0,49632,Medium
0,0,49632,Medium
0,0,49632,Medium
1,1,49608,Healthy
1,1,49594,Low
2,0,49590,Healthy
0,0,49578,Medium
2,0,49577,Healthy
0,0,49570,Medium
1,1,49566,Healthy
0,0,49558,Healthy
2,0,49546,Healthy
2,0,49543,Medium
0,0,49536,Medium
0,0,49525,Healthy
2,0,49496,Healthy
2,5,49490,Healthy
2,0,49480,Medium
0,0,49474,Medium
0,0,49466,Medium
0,0,49463,Medium
0,0,49463,Medium
1,1,49442,Healthy
1,1,49430,Low
2,0,49420,Healthy
0,0,49418,Medium
2,0,49414,Healthy
2,0,49404,Medium
1,1,49402,Healthy
0,0,49388,Healthy
2,0,49379,Healthy
2,0,49377,Medium
2,0,49367,Medium
0,0,49359,Healthy
2,0,49338,Healthy
2,5,49320,Healthy
0,0,49317,Medium
0,0,49306,Medium
0,0,49306,Medium
0,0,49305,Medium
0,0,49302,Medium
0,0,49296,Healthy
1,1,49278,Healthy
1,1,49266,Low
2,0,49260,Healthy
0,0,49255,Medium
2,0,49254,Healthy
1,1,49248,Healthy
2,0,49241,Medium
1,1,49239,Healthy
0,0,49225,Healthy
2,0,49213,Healthy
2,0,49201,Medium
2,0,49201,Medium
2,0,49198,Healthy
0,0,49196,Healthy
0,0,49153,Healthy
0,0,49144,Medium
0,0,49143,Medium
0,0,49143,Medium
0,0,49138,Medium
2,0,49136,Healthy
0,0,49133,Medium
1,1,49108,Healthy
1,1,49102,Low
2,0,49094,Healthy
2,0,49094,Healthy
0,0,49089,Medium
1,1,49080,Healthy
2,0,49075,Medium
1,1,49073,Healthy
0,0,49062,Healthy
0,0,49047,Healthy
2,0,49047,Healthy
0,0,49039,Healthy
2,0,49037,Medium
2,0,49036,Medium
0,0,48990,Healthy
0,0,48981,Medium
0,0,48980,Medium
0,0,48980,Medium
0,0,48972,Medium
0,0,48969,Healthy
2,0,48967,Medium
1,1,48944,Healthy
1,1,48939,Low
2,0,48934,Healthy
0,0,48929,Medium
2,0,48927,Healthy
1,1,48911,Healthy
1,1,48910,Healthy
0,0,48909,Medium
0,0,48893,Healthy
2,0,48889,Healthy
0,0,48879,Healthy
0,0,48878,Healthy
0,0,48873,Medium
0,0,48871,Medium
0,0,48816,Medium
0,0,48816,Medium
0,0,48815,Medium
0,0,48815,Medium
0,0,48814,Healthy
2,0,48809,Healthy
2,0,48804,Medium
1,1,48780,Healthy
1,1,48775,Low
2,0,48771,Healthy
2,0,48761,Healthy
0,0,48759,Medium
1,1,48751,Healthy
1,1,48747,Healthy
0,0,48742,Medium
0,0,48736,Healthy
2,0,48721,Healthy
2,0,48720,Healthy
0,0,48719,Healthy
0,0,48707,Medium
2,0,48699,Medium
0,0,48658,Medium
2,0,48653,Medium
2,0,48653,Medium
0,0,48648,Medium
0,0,48648,Healthy
0,0,48646,Healthy
2,0,48637,Medium
1,1,48612,Healthy
2,0,48611,Healthy
1,1,48611,Low
2,0,48595,Healthy
0,0,48590,Medium
1,1,48588,Healthy
1,1,48583,Healthy
0,0,48573,Medium
0,0,48572,Healthy
2,0,48558,Healthy
0,0,48556,Healthy
0,0,48551,Healthy
0,0,48544,Medium
2,0,48533,Medium
0,0,48501,Medium
0,0,48488,Medium
0,0,48485,Healthy
0,0,48481,Healthy
0,0,48481,Medium
0,0,48481,Medium
0,0,48471,Medium
2,0,48448,Healthy
1,1,48444,Healthy
1,1,48441,Low
2,0,48435,Healthy
1,1,48432,Healthy
0,0,48424,Medium
0,0,48419,Medium
1,1,48412,Healthy
2,0,48404,Healthy
0,0,48403,Healthy
0,0,48396,Healthy
0,0,48385,Healthy
0,0,48375,Medium
0,0,48363,Medium
0,0,48344,Medium
0,0,48325,Medium
0,0,48315,Healthy
0,0,48315,Healthy
0,0,48315,Medium
0,0,48315,Medium
0,0,48305,Medium
2,0,48284,Healthy
1,1,48276,Healthy
1,1,48271,Low
2,0,48268,Healthy
0,0,48264,Medium
1,1,48264,Healthy
0,0,48253,Medium
3,2,48248,Healthy
0,0,48243,Healthy
0,0,48233,Healthy
0,0,48232,Healthy
0,0,48216,Healthy
0,0,48205,Medium
2,0,48191,Medium
2,0,48178,Medium
0,0,48156,Medium
0,0,48155,Healthy
0,0,48151,Medium
0,0,48151,Medium
2,0,48149,Healthy
0,0,48136,Medium
2,0,48127,Healthy
2,0,48112,Healthy
1,1,48109,Healthy
1,1,48105,Low
2,0,48099,Healthy
0,0,48094,Medium
0,0,48090,Medium
0,0,48086,Healthy
3,2,48084,Healthy
0,0,48069,Healthy
0,0,48062,Healthy
0,0,48046,Healthy
0,0,48039,Medium
0,0,48021,Medium
2,0,48011,Medium
0,0,47996,Medium
0,0,47992,Healthy
0,0,47982,Medium
0,0,47982,Medium
0,0,47982,Medium
2,0,47980,Healthy
0,0,47955,Healthy
1,1,47945,Healthy
2,0,47939,Healthy
1,1,47937,Low
0,0,47937,Medium
2,0,47936,Healthy
3,3,47922,Healthy
0,0,47917,Medium
0,0,47917,Healthy
2,0,47909,Healthy
0,0,47896,Healthy
0,0,47883,Healthy
2,0,47876,Medium
2,0,47852,Medium
2,0,47845,Medium
0,0,47836,Medium
2,0,47832,Healthy
2,-1,47829,Healthy
0,0,47819,Medium
0,0,47819,Medium
0,0,47816,Healthy
0,0,47815,Medium
2,0,47779,Healthy
2,0,47775,Healthy
1,1,47775,Healthy
2,0,47774,Medium
1,1,47771,Low
3,3,47760,Healthy
0,0,47751,Healthy
0,0,47748,Medium
0,0,47743,Healthy
0,0,47739,Healthy
0,0,47713,Medium
0,0,47711,Healthy
0,0,47683,Medium
2,0,47679,Medium
0,0,47678,Healthy
2,0,47670,Healthy
0,0,47663,Medium
0,0,47653,Healthy
0,0,47652,Medium
2,0,47647,Medium
2,0,47647,Medium
2,0,47613,Healthy
1,1,47611,Healthy
2,0,47606,Healthy
1,1,47605,Low
2,0,47605,Medium
3,2,47600,Healthy
2,0,47590,Healthy
0,0,47583,Healthy
0,0,47582,Healthy
0,0,47582,Medium
0,0,47548,Healthy
0,0,47546,Medium
0,0,47520,Medium
2,0,47519,Medium
0,0,47515,Healthy
2,0,47514,Medium
2,0,47509,Healthy
0,0,47480,Medium
0,0,47480,Medium
0,0,47480,Medium
0,0,47475,Healthy
2,0,47449,Healthy
1,1,47449,Healthy
2,0,47443,Healthy
3,3,47438,Healthy
1,1,47435,Low
2,0,47434,Medium
2,0,47423,Healthy
0,0,47417,Healthy
2,0,47416,Healthy
0,0,47410,Medium
0,0,47384,Healthy
0,0,47380,Medium
2,0,47359,Medium
0,0,47353,Medium
2,0,47351,Healthy
0,0,47348,Healthy
2,0,47339,Medium
0,0,47317,Medium
0,0,47317,Medium
0,0,47311,Medium
0,0,47305,Healthy
2,0,47286,Healthy
1,1,47281,Healthy
2,0,47279,Medium
2,0,47279,Healthy
1,1,47271,Low
3,3,47268,Healthy
1,-1,47260,Healthy
2,0,47260,Healthy
2,0,47258,Medium
2,0,47250,Healthy
0,0,47215,Healthy
2,0,47211,Healthy
2,0,47211,Medium
2,0,47191,Healthy
2,0,47186,Medium
2,0,47181,Medium
0,0,47166,Medium
2,0,47151,Medium
2,0,47151,Medium
0,0,47144,Medium
0,0,47139,Healthy
2,0,47123,Healthy
1,1,47120,Healthy
2,0,47119,Medium
2,0,47113,Healthy
3,2,47111,Healthy
1,1,47101,Low
0,0,47094,Healthy
2,0,47094,Healthy
2,0,47090,Healthy
0,0,47086,Medium
1,1,47069,Healthy
0,0,47059,Healthy
0,0,47052,Healthy
2,0,47048,Medium
0,0,47028,Healthy
2,0,47014,Medium
2,0,47012,Medium
0,0,46994,Medium
0,0,46985,Medium
0,0,46985,Medium
0,0,46973,Healthy
0,0,46973,Medium
0,0,46965,Medium
1,1,46958,Healthy
2,0,46956,Healthy
2,0,46947,Healthy
3,3,46947,Healthy
1,1,46941,Low
0,0,46930,Healthy
0,0,46928,Healthy
0,0,46923,Medium
2,0,46917,Healthy
1,1,46905,Healthy
2,0,46901,Healthy
0,0,46883,Medium
2,0,46875,Medium
2,0,46874,Healthy
2,0,46842,Medium
0,0,46841,Medium
2,0,46825,Medium
2,0,46825,Medium
0,0,46824,Medium
2,0,46821,Medium
0,0,46811,Medium
0,0,46803,Healthy
1,1,46800,Healthy
2,0,46793,Healthy
3,3,46787,Healthy
1,1,46776,Low
2,0,46774,Healthy
0,0,46767,Healthy
2,0,46759,Medium
0,0,46755,Healthy
0,0,46745,Healthy
1,1,46741,Healthy
2,0,46733,Healthy
2,0,46717,Healthy
0,0,46716,Medium
0,0,46703,Medium
2,0,46670,Medium
0,0,46669,Medium
0,0,46661,Medium
0,0,46661,Medium
2,0,46658,Medium
0,0,46657,Medium
0,0,46649,Medium
0,0,46637,Healthy
1,1,46635,Healthy
3,2,46626,Healthy
2,0,46624,Healthy
1,1,46612,Low
2,0,46611,Healthy
0,0,46607,Healthy
0,0,46589,Healthy
0,0,46587,Medium
